,收盘,开盘,高,低,交易量
2012/9/18,2059.54,2069.34,2074.76,2053.66,5.38
2012/9/19,2067.83,2061.06,2069.95,2055.2,5.22
2012/9/20,2024.84,2060.31,2060.31,2023.09,6.75
2012/9/21,2026.69,2020.55,2041.95,2018.26,6.03
2012/9/24,2033.19,2015.77,2040.85,2005.26,5.76
2012/9/25,2029.29,2028.63,2039.1,2021.81,4.82
2012/9/26,2004.17,2027.85,2033.04,1999.48,5.04
2012/9/27,2056.32,2003.1,2068.07,2002.32,7.67
2012/9/28,2086.17,2042.89,2089.63,2040.35,7.94
2012/10/8,2074.42,2084.85,2096.26,2063.09,5.51
2012/10/9,2115.23,2081.59,2119.34,2081.59,8.46
2012/10/10,2119.94,2111.59,2121.99,2102.53,7.89
2012/10/11,2102.87,2114.23,2117.84,2101.14,7.45
2012/10/12,2104.93,2109.07,2127.31,2092.51,6.83
2012/10/15,2098.7,2105.02,2107.2,2085.11,5.39
2012/10/16,2098.81,2097.05,2111.78,2089.69,5.78
2012/10/17,2105.62,2104.28,2113.16,2088.04,5.99
2012/10/18,2131.69,2108.5,2137.69,2107.49,8.72
2012/10/19,2128.3,2129.82,2136.87,2125.74,6.76
2012/10/22,2132.76,2118.52,2138.03,2112.75,6.01
2012/10/23,2114.45,2132.11,2136.22,2111.92,7.27
2012/10/24,2115.99,2106.83,2124,2104.67,7.29
2012/10/25,2101.58,2114.76,2128.74,2100.61,8.54
2012/10/26,2066.21,2100.1,2102.16,2058.06,7.86
2012/10/29,2058.94,2061.85,2068.24,2053.09,5.36
2012/10/30,2062.35,2059.2,2075.91,2054.26,6.06
2012/10/31,2068.88,2061.12,2070.48,2053.58,5.95
2012/11/1,2104.43,2070.02,2109.5,2069.95,8.29
2012/11/2,2117.05,2105.45,2119.22,2096.53,7.66
2012/11/5,2114.03,2113.33,2123.33,2104.58,7.15
2012/11/6,2106,2113.66,2114.79,2078.47,7.13
2012/11/7,2105.73,2102.42,2112.63,2093.29,5.94
2012/11/8,2071.51,2091.25,2092.57,2070.65,6.66
2012/11/9,2069.07,2066.49,2077.23,2062.42,5.42
2012/11/12,2079.27,2069.21,2079.57,2061.84,5.67
2012/11/13,2047.89,2078.13,2078.13,2044.04,6.11
2012/11/14,2055.42,2047.26,2056.49,2040.17,4.81
2012/11/15,2030.29,2045.46,2053.56,2029.87,5.06
2012/11/16,2014.72,2026.56,2028.69,2001.72,4.96
2012/11/19,2016.98,2013.25,2018.38,1995.72,4.53
2012/11/20,2008.92,2020.43,2023.61,2004.17,4.26
2012/11/21,2030.32,2008.21,2031.15,1995.17,5.33
2012/11/22,2015.61,2021.21,2023.09,2009.72,4.56
2012/11/23,2027.38,2020.02,2034.88,2017,5.16
2012/11/26,2017.46,2023.34,2027.27,2014.03,4.48
2012/11/27,1991.17,2012.08,2014.21,1990.34,5.66
2012/11/28,1973.52,1984.48,1984.86,1968.21,5.05
2012/11/29,1963.49,1972.92,1980.56,1961.82,4.95
2012/11/30,1980.12,1961.81,1983.42,1959.33,5.69
2012/12/3,1959.77,1977.25,1988.19,1957.88,6.17
2012/12/4,1975.14,1956.62,1980.12,1949.46,6.24
2012/12/5,2031.91,1973.11,2040.6,1970.2,12
2012/12/6,2029.24,2029.56,2036.61,2018.38,8.15
2012/12/7,2061.79,2028.77,2065.74,2023.96,11.52
2012/12/10,2083.77,2067.32,2087.01,2064.61,11.54
2012/12/11,2074.7,2077.56,2088.63,2070.19,9.34
2012/12/12,2082.73,2073.27,2085.93,2066.39,7.86
2012/12/13,2061.48,2077.42,2081.36,2059.47,7.23
2012/12/14,2150.63,2062.69,2152.5,2062.54,16.09
2012/12/17,2160.34,2152.1,2169.57,2151.94,14.42
2012/12/18,2162.46,2155.86,2183.71,2144.73,12.61
2012/12/19,2162.24,2158.67,2175.39,2154.29,9.44
2012/12/20,2168.35,2156.19,2174.82,2142.95,9.94
2012/12/21,2153.31,2169.57,2190.4,2148.17,10.34
2012/12/24,2159.05,2150.65,2170.39,2149.82,7.85
2012/12/25,2213.61,2154.32,2220.26,2146.86,14.33
2012/12/26,2219.13,2211.59,2220.48,2206.79,12.19
2012/12/27,2205.9,2223.65,2234.72,2204.79,12.9
2012/12/28,2233.25,2207.91,2234.87,2204,11.59
2012/12/31,2269.13,2236.46,2269.51,2236.46,12.8
2013/1/4,2276.99,2289.51,2296.11,2256.56,13.95
2013/1/7,2285.36,2271.66,2293.32,2266.86,11.82
2013/1/8,2276.07,2284.65,2289.14,2262.98,12.29
2013/1/9,2275.34,2271.3,2283.9,2259.05,12.2
2013/1/10,2283.66,2274.38,2295.48,2268.65,12.01
2013/1/11,2243,2285.19,2290.2,2234.95,12.51
2013/1/14,2311.74,2236.29,2317.62,2235.11,14.47
2013/1/15,2325.68,2312.47,2332.78,2309.32,16.56
2013/1/16,2309.5,2322.16,2326.76,2279.51,15.35
2013/1/17,2284.91,2305.14,2305.6,2275.88,11.91
2013/1/18,2317.07,2295.81,2324.51,2285.97,12.54
2013/1/21,2328.22,2321.49,2329.58,2305.1,13.47
2013/1/22,2315.14,2326.49,2335.81,2301.3,14.95
2013/1/23,2320.91,2308.52,2325.12,2296.49,11.82
2013/1/24,2302.6,2320.26,2362.94,2287.3,16.1
2013/1/25,2291.3,2300,2308.38,2288.26,9.26
2013/1/28,2346.51,2295.35,2346.92,2295.35,12.84
2013/1/29,2358.98,2347.21,2363.8,2337.35,14.19
2013/1/30,2382.47,2360.75,2383.76,2347.89,14.99
2013/1/31,2385.42,2383.43,2391.82,2371.23,13.97
2013/2/1,2419.02,2377.41,2421.15,2369.57,14.08
2013/2/4,2428.15,2425.92,2440.38,2417.58,16.76
2013/2/5,2433.13,2411,2437.41,2403.3,15.08
2013/2/6,2434.48,2432.68,2441.73,2427.7,11.66
2013/2/7,2418.53,2430.69,2433.89,2394.22,12
2013/2/8,2432.4,2416.62,2443.03,2414.4,10.91
2013/2/17,2432.4,2416.62,2443.03,2414.4,10.91
2013/2/18,2421.56,2441.91,2444.8,2415.43,11.62
2013/2/19,2382.91,2420.26,2427.07,2373.53,12.35
2013/2/20,2397.18,2383.49,2397.94,2370.61,11.03
2013/2/21,2325.95,2378.82,2378.82,2309.17,14.41
2013/2/22,2314.16,2322.94,2330.88,2308.76,9.7
2013/2/25,2325.82,2320.62,2338.78,2315.01,8.84
2013/2/26,2293.34,2313.74,2340.71,2289.89,11.76
2013/2/27,2313.22,2297.77,2324.63,2292.03,9.78
2013/2/28,2365.59,2322.32,2366.16,2308.92,12.7
2013/3/1,2359.51,2364.54,2369.65,2330.86,12.03
2013/3/4,2273.4,2332.08,2333.54,2259.25,16.17
2013/3/5,2326.31,2274.81,2328.14,2270.1,13.11
2013/3/6,2347.18,2333.61,2351.44,2321.6,14.13
2013/3/7,2324.29,2340.44,2352.02,2304.27,13.98
2013/3/8,2318.61,2326.42,2333.67,2314.59,9.88
2013/3/11,2310.59,2314.68,2320.96,2296.58,8.41
2013/3/12,2286.6,2309.16,2333.29,2264.83,11.77
2013/3/13,2263.97,2282.17,2286.33,2253.25,9.1
2013/3/14,2270.28,2255.78,2276.22,2253.31,8.03
2013/3/15,2278.4,2269.31,2312.08,2250.01,11.65
2013/3/18,2240.02,2267.29,2276.05,2239.21,9.31
2013/3/19,2257.43,2244.27,2261.31,2232.02,8.76
2013/3/20,2317.37,2257.74,2317.86,2257.42,13.12
2013/3/21,2324.24,2318.2,2330.81,2311.6,11.92
2013/3/22,2328.28,2321.4,2332,2314.97,10.12
2013/3/25,2326.71,2334.73,2344.89,2319.91,9.7
2013/3/26,2297.67,2318.58,2319.99,2281.12,10.44
2013/3/27,2301.26,2299.38,2323.48,2289,9.63
2013/3/28,2236.3,2273.55,2273.55,2232.91,12.77
2013/3/29,2236.62,2238.48,2246.87,2228.81,8.56
2013/4/1,2234.4,2229.46,2243.95,2227.31,7.74
2013/4/2,2227.74,2234.9,2253.42,2220.44,8.97
2013/4/3,2225.3,2232.69,2241.34,2217.25,8.18
2013/4/8,2211.59,2196.24,2212.59,2180.67,8.63
2013/4/9,2225.77,2215.47,2234.72,2215.47,8.29
2013/4/10,2226.13,2224.93,2233.04,2212.56,8.06
2013/4/11,2219.55,2236.98,2242.48,2217.26,7.36
2013/4/12,2206.78,2218.09,2226.26,2204.44,6.68
2013/4/15,2181.94,2199.91,2204.99,2177.39,7.16
2013/4/16,2194.85,2169.63,2196.43,2165.78,8
2013/4/17,2193.8,2195.03,2197.51,2178.47,6.83
2013/4/18,2197.6,2181.82,2206.03,2175.44,7.16
2013/4/19,2244.64,2201.12,2250.11,2200.58,10.97
2013/4/22,2242.17,2236.4,2245.12,2232.26,9.52
2013/4/23,2184.54,2242.62,2242.62,2182.81,9.65
2013/4/24,2218.32,2187.35,2226.12,2184.11,9.16
2013/4/25,2199.31,2213.18,2224.63,2191.85,9.67
2013/4/26,2177.91,2203.89,2210.58,2173.86,7.67
2013/5/2,2174.12,2170.78,2179.65,2161.14,6.83
2013/5/3,2205.5,2179.05,2222.81,2179.05,8.86
2013/5/6,2231.17,2212.49,2236.07,2212.49,9.23
2013/5/7,2235.57,2227.86,2240.26,2219.44,8.65
2013/5/8,2246.3,2242.39,2255.21,2235.42,9.04
2013/5/9,2232.97,2246.96,2247.86,2221.38,9.85
2013/5/10,2246.83,2228.82,2247.67,2225.81,9.03
2013/5/13,2241.92,2247.68,2250.85,2231.36,8.62
2013/5/14,2217.01,2238.9,2239.93,2205.87,8.32
2013/5/15,2224.8,2217.09,2225.19,2213.58,7.17
2013/5/16,2251.81,2221.34,2252.87,2210.77,11.03
2013/5/17,2282.87,2249.81,2288.09,2248.41,12.61
2013/5/20,2299.99,2286.33,2309.39,2281.9,13.92
2013/5/21,2305.11,2297.11,2305.3,2290.12,12.42
2013/5/22,2302.4,2303.75,2314.18,2292.43,12.84
2013/5/23,2275.67,2293.81,2304.95,2274.1,12.4
2013/5/24,2288.53,2281.45,2292.6,2270.25,10.14
2013/5/27,2293.08,2286.66,2301.7,2283.93,10.73
2013/5/28,2321.32,2293.4,2322.1,2281.47,13.26
2013/5/29,2324.02,2323.54,2334.33,2321.17,12.53
2013/5/30,2317.75,2316.25,2325.72,2310.49,11.19
2013/5/31,2300.59,2320.74,2325.53,2299.37,10.82
2013/6/3,2299.25,2300.21,2313.43,2294.11,9.69
2013/6/4,2272.42,2297.1,2297.1,2264.76,10.19
2013/6/5,2270.93,2270.71,2276.86,2260.87,7.65
2013/6/6,2242.11,2264.42,2266.69,2240.07,8.15
2013/6/7,2210.9,2242.26,2250.63,2205.07,9
2013/6/13,2148.36,2190.1,2190.1,2126.22,9.44
2013/6/14,2162.04,2150.06,2163.85,2142.78,7.79
2013/6/17,2156.21,2165.99,2169.36,2147.03,7.58
2013/6/18,2159.29,2158.55,2161.68,2138.35,6.96
2013/6/19,2143.45,2150.82,2150.82,2115.79,7.54
2013/6/20,2084.02,2132.81,2132.81,2082.82,7.78
2013/6/21,2073.1,2058.98,2085.86,2042.88,7.97
2013/6/24,1963.24,2068.86,2068.86,1958.4,10.92
2013/6/25,1959.51,1948.32,1963.57,1849.65,13.82
2013/6/26,1951.5,1954.47,1959.16,1922.82,10.12
2013/6/27,1950.01,1955.13,1980.54,1942.37,10.58
2013/6/28,1979.21,1935.52,1987.98,1925.65,10.07
2013/7/1,1995.24,1965.99,1995.92,1957.57,7.81
2013/7/2,2006.56,1992.89,2007.62,1978.43,8.64
2013/7/3,1994.27,1996.51,1996.54,1965.52,9.35
2013/7/4,2006.1,1982.87,2022.14,1974.1,10.04
2013/7/5,2007.2,2006.19,2021.54,2002.37,9.13
2013/7/8,1958.27,1983.21,1983.21,1953.12,8.41
2013/7/9,1965.45,1953.6,1969.15,1946.37,6.45
2013/7/10,2008.13,1962.84,2009.36,1960.28,8.98
2013/7/11,2072.99,2011.02,2092.87,2010.4,16
2013/7/12,2039.49,2068.04,2074.86,2036.05,12.12
2013/7/15,2059.39,2046.12,2076.66,2037.25,10.15
2013/7/16,2065.72,2054.6,2066.36,2038.54,9.67
2013/7/17,2044.92,2061.19,2075.81,2043.23,10.33
2013/7/18,2023.4,2038.4,2043.37,2016.9,9.21
2013/7/19,1992.65,2025.32,2035.22,1990.25,10.46
2013/7/22,2004.76,1977.73,2005.47,1970.64,8.29
2013/7/23,2043.88,2008.95,2051.53,2005.09,10.95
2013/7/24,2033.33,2035.69,2042.77,2010.42,10.67
2013/7/25,2021.17,2037.34,2045.37,2016.43,9.85
2013/7/26,2010.85,2013.19,2021.57,2000.8,7.38
2013/7/29,1976.31,1997.84,1997.84,1969.85,7.87
2013/7/30,1990.06,1981.45,2006.23,1965.36,7.72
2013/7/31,1993.8,2000.79,2015.47,1987.88,7.02
2013/8/1,2029.07,2000.82,2029.93,1997.06,9.13
2013/8/2,2029.42,2039.51,2047.08,2025.65,9.36
2013/8/5,2050.48,2031.72,2050.91,2025.23,8.55
2013/8/6,2060.5,2043.65,2066.74,2034.96,10.56
2013/8/7,2046.78,2056.37,2069.56,2043.75,10.77
2013/8/8,2044.9,2044.44,2058.56,2037.25,8.41
2013/8/9,2052.23,2052.24,2061.71,2030.13,9.53
2013/8/12,2101.28,2058.42,2102.35,2055.72,13.51
2013/8/13,2106.16,2101.32,2106.4,2093.8,11.77
2013/8/14,2100.14,2109.22,2122.97,2093.04,11.44
2013/8/15,2081.88,2099.28,2108.41,2079.97,9.94
2013/8/16,2068.45,2075.98,2198.85,2061.65,15.31
2013/8/19,2085.6,2055.13,2091.13,2052.7,9.74
2013/8/20,2072.59,2081.97,2098.98,2066.07,10.74
2013/8/21,2072.96,2076.27,2076.32,2056.91,8.74
2013/8/22,2067.12,2069.31,2083.33,2062.37,9.09
2013/8/23,2057.46,2075.93,2079.85,2029.36,11.24
2013/8/26,2096.47,2061.42,2097.34,2056.13,11.99
2013/8/27,2103.57,2095.44,2105.38,2090.43,12.63
2013/8/28,2101.3,2092.31,2113.82,2080.86,16.14
2013/8/29,2097.23,2108.44,2110.89,2088.24,13.33
2013/8/30,2098.38,2097.22,2114.39,2089.1,17.01
2013/9/2,2098.45,2104.09,2108.68,2078.46,14.92
2013/9/3,2123.11,2100.45,2123.85,2095.45,13.89
2013/9/4,2127.62,2121.68,2133,2115.75,14.2
2013/9/5,2122.43,2125.25,2127.86,2115.24,12.65
2013/9/6,2139.99,2119.33,2143.24,2119.02,14.33
2013/9/9,2212.52,2151.35,2218.53,2151.35,21.94
2013/9/10,2237.98,2214.81,2238.55,2202.82,23.72
2013/9/11,2241.27,2244.96,2258.07,2233,24.43
2013/9/12,2255.6,2236.17,2270.27,2226.29,20.97
2013/9/13,2236.22,2251.46,2259.42,2228.48,17.2
2013/9/16,2231.4,2244.46,2248.47,2226.17,15.49
2013/9/17,2185.56,2230.39,2230.93,2184.92,15.45
2013/9/18,2191.85,2185.94,2195.9,2172.04,11.51
2013/9/23,2221.04,2199.36,2223.07,2198.34,13.32
2013/9/24,2207.53,2219.47,2219.54,2187.24,16.04
2013/9/25,2198.52,2206.22,2217.97,2193.72,16.02
2013/9/26,2155.81,2192.23,2192.23,2154.72,14.04
2013/9/27,2160.03,2150.96,2165.78,2149.59,10.54
2013/9/30,2174.66,2167.73,2176.3,2165.16,9.28
2013/10/8,2198.2,2171.9,2200.02,2161.49,12.67
2013/10/9,2211.77,2191.39,2212.35,2185.18,13.09
2013/10/10,2190.93,2214.4,2214.59,2186.48,14.98
2013/10/11,2228.15,2201.41,2228.87,2200.53,15.69
2013/10/14,2237.77,2232.22,2242.98,2226.4,16.6
2013/10/15,2233.41,2237.93,2240.25,2221.14,15.37
2013/10/16,2193.07,2228.11,2228.11,2183.4,15.46
2013/10/17,2188.54,2201.71,2211.03,2183.25,12.68
2013/10/18,2193.78,2188.71,2203.29,2184.36,10.37
2013/10/21,2229.24,2198.11,2230.28,2190.39,13.67
2013/10/22,2210.65,2227.34,2227.34,2204.24,14.91
2013/10/23,2183.11,2213.27,2226.85,2177.72,14.63
2013/10/24,2164.32,2178.82,2183.41,2159.87,10.3
2013/10/25,2132.96,2163.69,2170.61,2122.68,11.39
2013/10/28,2133.87,2135.88,2140.96,2123.07,8.84
2013/10/29,2128.86,2135.23,2163.66,2093.2,14.31
2013/10/30,2160.46,2126.69,2161.93,2121.84,11.96
2013/10/31,2141.61,2155.51,2155.51,2137.47,10.81
2013/11/1,2149.56,2139.88,2157.31,2132.63,8.91
2013/11/4,2149.63,2156.09,2160.58,2143.21,7.61
2013/11/5,2157.24,2139.84,2158.15,2124.85,9.19
2013/11/6,2139.61,2149.39,2166.17,2138.78,10.05
2013/11/7,2129.4,2136.63,2141.6,2119.19,8.18
2013/11/8,2106.13,2120.92,2128.58,2103.51,8.31
2013/11/11,2109.47,2103.3,2117.28,2093.63,6.97
2013/11/12,2126.77,2110.72,2127.94,2108.4,7.94
2013/11/13,2087.94,2117.89,2117.91,2086.01,8.83
2013/11/14,2100.51,2087.12,2102.38,2078.99,8.38
2013/11/15,2135.83,2100.9,2153.21,2100.79,12.59
2013/11/18,2197.22,2147.37,2198.32,2143.77,15.75
2013/11/19,2193.12,2198.32,2203.3,2186.11,12.51
2013/11/20,2206.61,2201.47,2207.1,2186.64,11.9
2013/11/21,2205.77,2197.01,2206.53,2177.74,13.72
2013/11/22,2196.38,2206.47,2211.07,2188.77,11.39
2013/11/25,2186.12,2186.06,2209.15,2181.42,10.83
2013/11/26,2183.07,2184.33,2192.58,2176.18,10.05
2013/11/27,2201.07,2181.73,2207.62,2176.85,11.54
2013/11/28,2219.37,2204.38,2234.39,2202.62,13.45
2013/11/29,2220.5,2221.62,2224.94,2212.26,10.7
2013/12/2,2207.37,2203.12,2231.92,2172.63,17.43
2013/12/3,2222.67,2196.82,2227.92,2193.25,11.35
2013/12/4,2251.76,2219.97,2260.87,2215.92,15.73
2013/12/5,2247.06,2252.72,2255.26,2239.14,12.2
2013/12/6,2237.11,2242.56,2248.15,2228.63,10.37
2013/12/9,2238.2,2241.79,2249.17,2231.73,9.33
2013/12/10,2237.49,2239.86,2250.5,2231.68,10.9
2013/12/11,2204.17,2228.63,2228.63,2193.16,10.95
2013/12/12,2202.8,2199.32,2214.55,2194.9,8.61
2013/12/13,2196.07,2188.26,2204.64,2183.84,8.51
2013/12/16,2160.86,2197.23,2201.7,2159.99,10.14
2013/12/17,2151.08,2161.54,2165.54,2146.31,7.86
2013/12/18,2148.29,2150.41,2156.59,2142.62,6.42
2013/12/19,2127.79,2153.67,2159.14,2126.25,7.31
2013/12/20,2084.79,2128.37,2131.74,2082.85,8.68
2013/12/23,2089.71,2089.54,2099.52,2068.54,6.81
2013/12/24,2092.91,2094.07,2111.81,2079.81,7.03
2013/12/25,2106.35,2095.02,2107.23,2088.3,6.51
2013/12/26,2073.1,2102.66,2102.66,2070.55,7.85
2013/12/27,2101.25,2074.59,2110.36,2069.59,7.68
2013/12/30,2097.53,2108.88,2112.01,2095.06,7.41
2013/12/31,2115.98,2090.68,2120.27,2087.42,8.05
2014/1/2,2109.39,2112.13,2113.11,2101.02,6.85
2014/1/3,2083.14,2101.54,2102.17,2075.9,8.45
2014/1/6,2045.71,2078.68,2078.68,2034.01,8.96
2014/1/7,2047.32,2034.22,2052.28,2029.25,6.34
2014/1/8,2044.34,2047.26,2062.95,2037.11,7.16
2014/1/9,2027.62,2041.77,2057.2,2026.45,7.59
2014/1/10,2013.3,2023.54,2029.3,2008.01,7.56
2014/1/13,2009.56,2014.98,2027.18,2000.4,6.65
2014/1/14,2026.84,2007.16,2027.43,2001.14,7.04
2014/1/15,2023.35,2024.23,2027.41,2010.2,6.74
2014/1/16,2023.7,2022.54,2034.71,2014.41,7.28
2014/1/17,2004.95,2017.52,2017.87,2001.33,6.73
2014/1/20,1991.25,2001.89,2005.94,1984.82,5.63
2014/1/21,2008.31,1992.02,2014.15,1992.02,5.98
2014/1/22,2051.75,2009.97,2052.34,2008.93,9.89
2014/1/23,2042.18,2048.33,2052.53,2039.05,8.42
2014/1/24,2054.39,2037.67,2060.99,2034.45,9.29
2014/1/27,2033.3,2044.27,2044.85,2029.63,8.88
2014/1/28,2038.51,2036.4,2047.13,2026.99,7.25
2014/1/29,2049.91,2042.18,2051.58,2039.77,7.39
2014/1/30,2033.08,2045.93,2045.93,2031.47,6.26
2014/2/7,2044.5,2022.32,2044.73,2014.7,7.36
2014/2/10,2086.07,2049.98,2087.97,2049.98,12.43
2014/2/11,2103.67,2086.18,2111.06,2082.52,14.22
2014/2/12,2109.96,2103.83,2110.9,2096.51,12.63
2014/2/13,2098.4,2106.93,2122.83,2096.97,14.65
2014/2/14,2115.85,2097.32,2116.19,2095.09,11.15
2014/2/17,2135.41,2124.88,2136.45,2117.69,14.02
2014/2/18,2119.07,2134.14,2134.14,2113.13,14.29
2014/2/19,2142.55,2116.92,2152.96,2111.17,15.13
2014/2/20,2138.78,2152.89,2177.98,2136.48,15.71
2014/2/21,2113.69,2131.59,2132.7,2098.33,11.77
2014/2/24,2076.69,2099.72,2099.72,2058.79,12.36
2014/2/25,2034.22,2077.28,2087.62,2026.54,14.01
2014/2/26,2041.25,2026.61,2041.63,2014.38,11.01
2014/2/27,2047.35,2045.1,2068.31,2036.39,13.22
2014/2/28,2056.3,2040.62,2058.49,2020.93,11.16
2014/3/3,2075.23,2052.08,2078.33,2047.07,12.75
2014/3/4,2071.47,2068.11,2074.03,2050.12,11.59
2014/3/5,2053.08,2073.29,2074.81,2050.18,10.77
2014/3/6,2059.58,2050.03,2065.79,2030.95,10.93
2014/3/7,2057.91,2058.38,2079.49,2050.47,10.37
2014/3/10,1999.06,2042.35,2042.63,1995.55,11.57
2014/3/11,2001.16,1994.42,2008.07,1985.6,9.27
2014/3/12,1997.69,1996.24,2011.06,1974.38,10.14
2014/3/13,2019.11,2000.69,2029.12,1996.53,10.1
2014/3/14,2004.34,2008.82,2017.91,1990.98,8.78
2014/3/17,2023.67,2009.88,2024.37,1999.25,8.63
2014/3/18,2025.2,2026.22,2034.92,2020.41,9.68
2014/3/19,2021.73,2019.98,2022.18,2002.44,9.52
2014/3/20,1993.48,2017.22,2030.85,1993,11.03
2014/3/21,2047.62,1987.68,2052.47,1986.07,14.45
2014/3/24,2066.28,2050.83,2074.06,2043.33,14.77
2014/3/25,2067.31,2063.32,2079.55,2057.49,13.18
2014/3/26,2063.67,2070.57,2074.57,2057.65,10.26
2014/3/27,2046.59,2060.81,2073.98,2042.71,11.91
2014/3/28,2041.71,2046.85,2060.13,2035.24,12.17
2014/3/31,2033.31,2043.05,2048.13,2024.19,9.44
2014/4/1,2047.46,2031,2050.68,2028.1,8.33
2014/4/2,2058.99,2049.42,2060.78,2046.74,10.27
2014/4/3,2043.7,2063.5,2066.01,2037.45,10.86
2014/4/4,2058.83,2037.55,2060.1,2035.22,8.32
2014/4/8,2098.28,2054.53,2102.45,2052.9,13.34
2014/4/9,2105.24,2100.65,2108.75,2095.64,10.53
2014/4/10,2134.3,2105.88,2146.67,2098.08,15.68
2014/4/11,2130.54,2130.37,2138.65,2120.18,13.18
2014/4/14,2131.54,2127.41,2134.43,2116.61,10.21
2014/4/15,2101.6,2125.9,2125.9,2098.15,10.75
2014/4/16,2105.12,2097.21,2112.05,2092.16,8.94
2014/4/17,2098.88,2108.95,2110.72,2095.71,8.99
2014/4/18,2097.75,2091.48,2099.64,2081.18,8.82
2014/4/21,2065.83,2085.98,2103.08,2065.23,9.64
2014/4/22,2072.83,2062.79,2073.66,2047.33,9.87
2014/4/23,2067.38,2068.08,2076.35,2059.11,7.85
2014/4/24,2057.03,2064.16,2075.76,2056.19,7.82
2014/4/25,2036.52,2060.54,2065.64,2035.57,9.3
2014/4/28,2003.49,2033.34,2035.99,2000.14,8.98
2014/4/29,2020.34,2001.9,2021.68,1997.64,7.62
2014/4/30,2026.36,2020.44,2029.54,2016.58,7.45
2014/5/5,2027.35,2022.18,2028.96,2007.35,7.99
2014/5/6,2028.04,2024.26,2038.7,2021.49,7.46
2014/5/7,2010.08,2023.15,2024.63,2008.45,7.44
2014/5/8,2015.27,2006.85,2036.94,2005.69,7.79
2014/5/9,2011.13,2016.5,2020.45,2001.3,7.62
2014/5/12,2052.87,2022.93,2055.51,2016.64,11.57
2014/5/13,2050.73,2055.08,2061.06,2043.55,9.72
2014/5/14,2047.91,2049.27,2056.57,2042.74,7.2
2014/5/15,2024.97,2044.38,2047.32,2022.86,7.58
2014/5/16,2026.5,2023.6,2027.76,2012.69,6.64
2014/5/19,2005.18,2023.01,2023.27,1996.01,6.53
2014/5/20,2008.12,2011.85,2018.16,2002.76,6.13
2014/5/21,2024.95,2001.31,2025.19,1991.06,6.18
2014/5/22,2021.29,2023.15,2041.96,2018.88,7.47
2014/5/23,2034.57,2020.11,2034.57,2017.74,6.35
2014/5/26,2041.48,2042.03,2045.38,2035.09,7.03
2014/5/27,2034.57,2039.79,2044.15,2032.84,6.76
2014/5/28,2050.23,2034.56,2052.66,2029.34,8.13
2014/5/29,2040.6,2051.84,2057.08,2039.24,8.12
2014/5/30,2039.21,2040.39,2046.96,2031.37,7.51
2014/6/3,2038.31,2039.2,2049.58,2037.3,7.16
2014/6/4,2024.83,2037.99,2038.48,2012.91,7.24
2014/6/5,2040.88,2019.44,2041.7,2016.17,6.79
2014/6/6,2029.96,2040.86,2041.57,2022.16,6.6
2014/6/9,2030.5,2024.94,2045.26,2023.2,6.48
2014/6/10,2052.53,2033.21,2052.77,2026.39,7.96
2014/6/11,2054.95,2049.13,2056.63,2045.41,7.44
2014/6/12,2051.71,2051.58,2057.1,2045.96,8.17
2014/6/13,2070.71,2049.21,2073.6,2048.62,9.72
2014/6/16,2085.98,2070.7,2087.32,2069.44,9.59
2014/6/17,2066.7,2080.48,2080.48,2064.67,8.78
2014/6/18,2055.52,2064.38,2066.91,2051.75,8.72
2014/6/19,2023.73,2054.62,2059.25,2017.65,9.29
2014/6/20,2026.67,2013.41,2027.15,2010.53,6.72
2014/6/23,2024.37,2026.23,2033.32,2022.92,7.05
2014/6/24,2033.93,2023.7,2034.71,2021.75,7.12
2014/6/25,2025.5,2030.43,2030.62,2018.36,6.75
2014/6/26,2038.68,2025.66,2040.75,2025.31,8.1
2014/6/27,2036.51,2031.91,2043.98,2025.07,9.76
2014/6/30,2048.33,2038.61,2052.34,2038.53,9.67
2014/7/1,2050.38,2051.22,2052.63,2041.94,9.85
2014/7/2,2059.42,2049.48,2060.6,2044.04,10.96
2014/7/3,2063.23,2051.63,2066.64,2048.08,12.29
2014/7/4,2059.37,2062.36,2065.08,2054.22,10.5
2014/7/7,2059.93,2058.13,2064.04,2050.89,9.72
2014/7/8,2064.02,2058.13,2064.43,2047.2,9.51
2014/7/9,2038.61,2061.63,2062.47,2037.6,11.33
2014/7/10,2038.34,2036.54,2045.53,2034.96,9.79
2014/7/11,2046.96,2033.87,2051.74,2033,10.51
2014/7/14,2066.65,2047.74,2067.34,2044.9,11.51
2014/7/15,2070.36,2065.9,2070.36,2059.68,12.45
2014/7/16,2067.28,2068.34,2075.49,2061.57,13.71
2014/7/17,2055.59,2062.89,2062.89,2046.19,10.45
2014/7/18,2059.07,2047.5,2067.23,2046,10.66
2014/7/21,2054.48,2057.77,2061.82,2049.18,9.39
2014/7/22,2075.48,2050.5,2078.09,2049.81,12.32
2014/7/23,2078.49,2074.2,2088.19,2072.23,13.73
2014/7/24,2105.06,2079.63,2107.95,2079.63,16.57
2014/7/25,2126.61,2108.71,2127.22,2106.71,14.25
2014/7/28,2177.95,2135.25,2181.5,2135.25,23.62
2014/7/29,2183.19,2179.83,2193.52,2172.1,20.03
2014/7/30,2181.24,2178.18,2194.57,2177.24,18.49
2014/7/31,2201.56,2179.54,2202.13,2173.9,16.47
2014/8/1,2185.3,2194.17,2218.79,2184.64,19.15
