,收盘,开盘,高,低,交易量
2007/1/8,2707.2,2621.07,2708.44,2620.62,10.68
2007/1/9,2807.8,2711.05,2809.39,2691.36,11.08
2007/1/10,2825.58,2838.11,2841.74,2770.99,11.18
2007/1/11,2770.11,2819.37,2841.18,2763.89,12.16
2007/1/12,2668.11,2745.32,2782.03,2652.58,10.73
2007/1/15,2794.7,2660.07,2795.33,2658.88,9.18
2007/1/16,2821.02,2818.66,2830.8,2757.2,11.12
2007/1/17,2778.9,2828.4,2870.42,2742.59,12.74
2007/1/18,2756.98,2760.94,2784.04,2679.7,11.23
2007/1/19,2832.21,2761.89,2833.45,2761.89,12.21
2007/1/22,2933.19,2857.9,2934.65,2857.9,13.86
2007/1/23,2949.14,2964.69,2970.68,2851.92,14.28
2007/1/24,2975.13,2955.42,2994.28,2927.72,12.21
2007/1/25,2857.36,2946.5,2947.15,2853.82,11.72
2007/1/26,2882.56,2805.96,2905.98,2720.83,10.96
2007/1/29,2945.26,2897.25,2954.34,2885.86,11.21
2007/1/30,2930.56,2959.4,2980.51,2901.76,11.19
2007/1/31,2786.34,2926.07,2929.65,2766.75,11.43
2007/2/1,2785.43,2744.81,2801.69,2706.29,9.34
2007/2/2,2673.21,2791.49,2796.44,2666.86,8.54
2007/2/5,2612.54,2658.07,2672.35,2610.33,6.92
2007/2/6,2675.7,2612.84,2677.04,2541.53,8.66
2007/2/7,2716.18,2688.96,2745.39,2681.33,9.49
2007/2/8,2737.73,2725.14,2751.16,2691.27,8.84
2007/2/9,2730.39,2741.48,2747.94,2704.36,8.09
2007/2/12,2807.17,2729.84,2807.51,2728.78,7.9
2007/2/13,2831.87,2819.14,2835.09,2801.31,7.9
2007/2/14,2905.09,2836.82,2915.06,2823.38,9.4
2007/2/15,2993.01,2923.67,2994.62,2923.67,10.88
2007/2/16,2998.47,3018.18,3036.35,2975.83,11.79
2007/2/26,3040.6,2999.09,3041.34,2960.74,11.21
2007/2/27,2771.79,3048.83,3049.77,2763.39,16.14
2007/2/28,2881.07,2734.59,2888.9,2732.88,12.15
2007/3/1,2797.19,2877.2,2878.36,2760.91,12.74
2007/3/2,2831.53,2792.94,2846.16,2777.8,9.39
2007/3/5,2785.31,2827.68,2858.44,2723.07,10.69
2007/3/6,2840.18,2776.17,2866.33,2756.96,7.7
2007/3/7,2896.59,2851.75,2911.42,2849.65,8.79
2007/3/8,2928.01,2904.18,2928.8,2871.46,8.9
2007/3/9,2937.91,2934.49,2962.42,2891.81,10.71
2007/3/12,2954.91,2945.92,2958.63,2904.74,10.15
2007/3/13,2964.79,2958.1,2966.19,2932.23,10.72
2007/3/14,2906.33,2933.68,2934.45,2868.81,11.37
2007/3/15,2951.7,2905.98,2955.46,2905.98,10.17
2007/3/16,2930.48,2964.09,2979.71,2899.03,12.27
2007/3/19,3014.44,2864.26,3038,2852.86,11
2007/3/20,3032.2,3024.78,3033.02,2998.8,9.28
2007/3/21,3057.38,3042.1,3057.71,3020.95,9.92
2007/3/22,3071.22,3080.6,3099.82,3059.38,12.61
2007/3/23,3074.29,3071.81,3085.32,3008.15,11.87
2007/3/26,3122.81,3083.94,3123.18,3069.47,12.27
2007/3/27,3138.83,3126.03,3145.04,3103.78,12.46
2007/3/28,3173.02,3140.68,3180.33,3052.08,16.73
2007/3/29,3197.54,3179.8,3273.73,3176.53,14.95
2007/3/30,3183.98,3178.5,3212.39,3157.03,8.94
2007/4/2,3252.59,3196.59,3253.43,3196.59,9.74
2007/4/3,3291.3,3265.68,3292.58,3251.52,10.86
2007/4/4,3291.54,3295.98,3308.15,3266.56,11.26
2007/4/5,3319.14,3286.16,3326.92,3259.63,11.45
2007/4/6,3323.59,3287.68,3334.22,3273.86,11.96
2007/4/9,3398.95,3333.42,3399.51,3333.26,13.73
2007/4/10,3444.29,3405.23,3444.37,3351.11,14.78
2007/4/11,3495.22,3454.42,3497.52,3428.78,14.76
2007/4/12,3531.03,3503.23,3532.86,3488.08,13.54
2007/4/13,3518.27,3537.22,3563.86,3504.16,15.07
2007/4/16,3596.44,3523.22,3597.22,3523.22,13.1
2007/4/17,3611.87,3611.63,3622.89,3510.5,16.07
2007/4/18,3612.4,3614.68,3623.87,3564.23,15.05
2007/4/19,3449.02,3610.02,3617.44,3358.93,17.27
2007/4/20,3584.2,3460.9,3591.46,3460.9,13.89
2007/4/23,3710.89,3615.79,3710.89,3615.79,16.35
2007/4/24,3720.53,3736.15,3762.39,3689.13,17.44
2007/4/25,3743.96,3708.57,3769.25,3653.99,15.18
2007/4/26,3783.06,3766.48,3784.68,3732.6,11.73
2007/4/27,3759.87,3788.75,3802.92,3720.6,13.22
2007/4/30,3841.27,3784.27,3851.35,3759.48,14.65
2007/5/8,3950.01,3937.94,3964.71,3901.33,16.06
2007/5/9,4013.09,3961.1,4015.22,3875.38,20.84
2007/5/10,4049.7,4021.42,4072.14,3991.48,17.11
2007/5/11,4021.68,4024.42,4039.67,3949.37,14.06
2007/5/14,4046.39,3970.66,4081.43,3940.36,13.93
2007/5/15,3899.18,4055.83,4069.85,3891.36,15.67
2007/5/16,3986.04,3890.81,3987.41,3845.23,13.17
2007/5/17,4048.29,4002.49,4064.28,3982.99,13.93
2007/5/18,4030.26,4041.39,4052.1,3999.16,13.08
2007/5/21,4072.22,3902.35,4083.42,3892.97,15.62
2007/5/22,4110.38,4091.14,4136.63,4086.82,17.36
2007/5/23,4173.71,4125.43,4175.44,4093.91,16.14
2007/5/24,4151.13,4188.68,4208.39,4089.39,18.1
2007/5/25,4179.78,4133.19,4190.47,4111.26,15.42
2007/5/28,4272.11,4221.58,4283.93,4215.24,17.86
2007/5/29,4334.92,4288.98,4335.96,4262.02,17.21
2007/5/30,4053.09,4087.41,4275.24,4015.51,18.56
2007/5/31,4109.65,4006.28,4178.11,3858.04,17.31
2007/6/1,4000.74,4120.63,4181.28,3966.98,16.09
2007/6/4,3670.4,3981.82,3987.27,3659.09,11.49
2007/6/5,3767.1,3564.43,3768.56,3404.15,15.71
2007/6/6,3776.32,3781.38,3821.7,3682.79,14.59
2007/6/7,3890.8,3787.7,3891.4,3779.5,14.24
2007/6/8,3913.14,3900.03,3935.79,3852.05,13.59
2007/6/11,3995.68,3942.01,4000.42,3930.74,13.38
2007/6/12,4072.14,4011.68,4073.18,3910,14.95
2007/6/13,4176.48,4110.74,4193.45,4102.04,16.69
2007/6/14,4115.21,4162.21,4179.73,4085.78,13.84
2007/6/15,4132.87,4085.66,4152.54,4067.36,10.87
2007/6/18,4253.35,4195.39,4267.74,4193.31,12.9
2007/6/19,4269.52,4247.74,4280.85,4209.57,12.46
2007/6/20,4181.32,4269.45,4312,4164.27,13.52
2007/6/21,4230.82,4170.89,4256.54,4147.05,11.29
2007/6/22,4091.45,4230.97,4249.43,4024.49,11.97
2007/6/25,3941.08,4102.79,4131.13,3912.42,10.16
2007/6/26,3973.37,3863.25,3976.19,3818.85,9.38
2007/6/27,4078.6,3985.72,4090.72,3948.29,9.51
2007/6/28,3914.2,4080.19,4113.28,3912.81,9.78
2007/6/29,3820.7,3824.29,3919.34,3779.81,8.61
2007/7/2,3836.29,3800.23,3859.86,3724.19,7.43
2007/7/3,3899.72,3854.72,3906.76,3821.46,6.97
2007/7/4,3816.16,3906.01,3916.47,3800.28,5.65
2007/7/5,3615.87,3769.64,3778.4,3614.53,6.34
2007/7/6,3781.35,3599.82,3785.35,3563.54,8.07
2007/7/9,3883.22,3809.67,3900.9,3782.73,8.35
2007/7/10,3853.02,3895.91,3929.42,3841.8,7.66
2007/7/11,3865.72,3837.8,3879.29,3812.14,5.14
2007/7/12,3915.99,3874.04,3925.6,3861.04,5.52
2007/7/13,3914.39,3920.83,3935.51,3878.18,4.6
2007/7/16,3821.92,3920.65,3931.87,3820.57,4.76
2007/7/17,3896.19,3809.56,3919.78,3767.22,4.87
2007/7/18,3930.06,3880.85,3971.61,3861.91,6.29
2007/7/19,3912.94,3918.54,3947.33,3887.59,4.87
2007/7/20,4058.85,3918.41,4062.12,3918.41,8.31
2007/7/23,4213.36,4091.24,4220.32,4091.24,12.17
2007/7/24,4210.33,4238.32,4284.83,4192.72,11.1
2007/7/25,4323.97,4212.95,4325.38,4212.23,9.4
2007/7/26,4346.46,4347.78,4371.51,4304.19,9.92
2007/7/27,4345.36,4315.37,4357.34,4268.79,10.02
2007/7/30,4440.77,4348.61,4450.19,4345.79,11.26
2007/7/31,4471.03,4432.27,4476.63,4379.2,10.86
2007/8/1,4300.56,4488.77,4502.3,4284.87,12.63
2007/8/2,4407.73,4316.57,4431.85,4290.81,9.83
2007/8/3,4560.77,4440.98,4562.69,4438.96,11.51
2007/8/6,4628.11,4600.12,4629.97,4564.31,11.17
2007/8/7,4651.23,4642.01,4687.44,4581.29,11.62
2007/8/8,4663.16,4614.59,4711.32,4568.69,11.89
2007/8/9,4754.1,4658.59,4768.89,4658.59,9.77
2007/8/10,4749.37,4745.18,4769.62,4640.77,10.19
2007/8/13,4820.06,4768.62,4872.55,4728.89,11.42
2007/8/14,4872.78,4820.15,4876.85,4789.9,8.86
2007/8/15,4869.88,4875.51,4916.31,4762.72,9.05
2007/8/16,4765.45,4845.02,4845.02,4710.31,9.05
2007/8/17,4656.57,4733.14,4814.37,4646.43,9.12
2007/8/20,4904.85,4773.83,4906,4758.4,9.92
2007/8/21,4955.21,4944.21,4982.98,4917.82,10.42
2007/8/22,4980.07,4876.35,4999.19,4861.27,10.81
2007/8/23,5032.49,5002.84,5050.38,4968.33,9.93
2007/8/24,5107.67,5070.65,5125.36,5052.24,10.9
2007/8/27,5150.12,5144.82,5192.06,5092.08,11.62
2007/8/28,5194.69,5134.14,5209.51,5058.45,10.54
2007/8/29,5109.43,5147.71,5204.53,5063.41,10.08
2007/8/30,5167.88,5144.11,5186.53,5109.66,10.12
2007/8/31,5218.82,5184.09,5235.16,5158.37,10.36
2007/9/3,5321.06,5257.78,5327.54,5257.78,12.58
2007/9/4,5294.05,5333.4,5357.93,5265,12.04
2007/9/5,5310.72,5296.07,5337.93,5223.67,9.62
2007/9/6,5393.66,5336.67,5412.32,5314.34,10.7
2007/9/7,5277.18,5381.19,5405.36,5269.25,11.98
2007/9/10,5355.29,5208.32,5356.86,5169.9,10.24
2007/9/11,5113.97,5362.94,5395.04,5093.92,11.01
2007/9/12,5172.63,5092.58,5192.3,5025.34,9.71
2007/9/13,5273.59,5193.41,5276.77,5178.87,8.65
2007/9/14,5312.18,5290.26,5324.44,5201.85,9.47
2007/9/17,5421.39,5309.06,5427.17,5307.77,10.56
2007/9/18,5425.21,5446.73,5458.58,5339.92,10.27
2007/9/19,5395.27,5439.02,5447.36,5336.07,8.97
2007/9/20,5470.06,5408.48,5482.43,5396.11,8.65
2007/9/21,5454.67,5482.51,5489.07,5363.35,9.28
2007/9/24,5485.01,5469.84,5506.06,5404.42,8.18
2007/9/25,5425.88,5500.27,5509.23,5396.48,9.65
2007/9/26,5338.52,5407.83,5463.9,5320.02,6.36
2007/9/27,5409.4,5338.11,5411.19,5306.82,5.89
2007/9/28,5552.3,5461.58,5560.42,5461.58,8.06
2007/10/8,5692.76,5683.31,5729.96,5620,9.6
2007/10/9,5715.89,5678.91,5725.41,5628.35,8.33
2007/10/10,5771.46,5742.65,5860.86,5727.24,9.24
2007/10/11,5913.23,5798.39,5914.77,5755.99,9.47
2007/10/12,5903.26,5950.9,5959.36,5658.81,11.91
2007/10/15,6030.09,5934.77,6039.04,5866.13,9.87
2007/10/16,6092.06,6056.95,6124.04,6040.71,8.82
2007/10/17,6036.28,6057.43,6088.89,5982.2,7.13
2007/10/18,5825.28,6031.92,6055.47,5804.97,6.98
2007/10/19,5818.05,5869.12,5932.11,5766.86,5.52
2007/10/22,5667.33,5742.79,5804.84,5654.91,5.44
2007/10/23,5773.39,5660.07,5776.02,5574.84,5.85
2007/10/24,5843.11,5804.02,5906.69,5793.56,6.03
2007/10/25,5562.39,5794.22,5819.88,5546.04,7.17
2007/10/26,5589.63,5498.86,5628.83,5462.01,5.15
2007/10/29,5748,5641.98,5750.25,5617.98,5.02
2007/10/30,5897.19,5769.2,5899.65,5701.34,5.43
2007/10/31,5954.77,5984.71,6002.12,5871.48,7.1
2007/11/1,5914.28,5978.94,6005.13,5912.5,6.49
2007/11/2,5777.81,5812.47,5860.59,5740.4,5.95
2007/11/5,5634.45,5748.18,5787.23,5603.47,6.41
2007/11/6,5536.57,5593.35,5649.75,5510.16,4.51
2007/11/7,5601.78,5565.65,5610.95,5469.76,4.27
2007/11/8,5330.02,5559.15,5559.15,5328.2,4.89
2007/11/9,5315.54,5276.01,5382.7,5217.63,4.73
2007/11/12,5187.73,5181.18,5250.09,5032.58,5.26
2007/11/13,5158.12,5239.34,5311.7,5085.44,4.92
2007/11/14,5412.69,5246.57,5414.61,5165.06,5.1
2007/11/15,5365.27,5391.02,5453.74,5338.9,4.78
2007/11/16,5316.27,5273.08,5335.51,5224.31,3.74
2007/11/19,5269.82,5325.3,5333.09,5240.42,4.11
2007/11/20,5293.7,5230.74,5338.17,5158.54,4.91
2007/11/21,5214.23,5307.79,5344.93,5206.57,4.12
2007/11/22,4984.16,5113.88,5154.86,4969.89,4.04
2007/11/23,5032.13,4946.26,5034.23,4896.99,3.09
2007/11/26,4958.85,5102.53,5124.89,4952.43,3.68
2007/11/27,4861.11,4919.91,4947.08,4857.04,3.08
2007/11/28,4803.39,4870.84,4907.76,4778.73,3.28
2007/11/29,5003.33,4870.86,5011.19,4814.78,5.01
2007/11/30,4871.78,4993.74,4993.74,4861.86,4.33
2007/12/3,4868.61,4838.56,4899.67,4798.01,5.38
2007/12/4,4915.89,4882.15,4971.4,4882.15,4.28
2007/12/5,5042.65,4917.36,5052.75,4893.32,5.43
2007/12/6,5035.07,5055.84,5065.51,4995.47,4.32
2007/12/7,5091.76,5038.48,5096.8,5021.37,5
2007/12/10,5161.92,5010.83,5168.76,4990.72,6.88
2007/12/11,5175.08,5180.54,5209.7,5103.75,6.68
2007/12/12,5095.54,5148.25,5149.93,5054.56,7.22
2007/12/13,4958.04,5078.18,5095.15,4954.36,6.73
2007/12/14,5007.91,4899.75,5011.2,4860.16,5.31
2007/12/17,4876.76,5007.28,5007.35,4874.62,6.35
2007/12/18,4836.17,4856.47,4905.49,4812.16,4.06
2007/12/19,4941.78,4878.07,4960.42,4868.35,5.63
2007/12/20,5043.53,4965.29,5050.78,4923.3,5.77
2007/12/21,5101.78,5017.19,5112.39,5013.76,6.61
2007/12/24,5234.26,5132.91,5284.34,5104.65,8.51
2007/12/25,5201.18,5233.18,5254.4,5178.8,7.1
2007/12/26,5233.35,5209.03,5262.59,5158.76,7.45
2007/12/27,5308.89,5248.22,5316.52,5203.5,8.73
2007/12/28,5261.56,5320.01,5336.5,5248.69,7.72
2008/1/2,5272.81,5265,5295.02,5201.89,7.66
2008/1/3,5319.86,5269.8,5321.46,5211.05,9.85
2008/1/4,5361.57,5328.41,5372.46,5318.46,8.09
2008/1/7,5393.34,5357.45,5403.35,5332.6,9.19
2008/1/8,5386.53,5414.56,5480.07,5344.65,10.25
2008/1/9,5435.81,5365.22,5437.76,5346.85,7.68
2008/1/10,5456.54,5449.16,5483.83,5407.31,9.66
2008/1/11,5484.68,5471.39,5500.06,5423.81,8.77
2008/1/14,5497.9,5507.58,5522.78,5456.93,7.87
2008/1/15,5443.79,5503.93,5505.03,5405.6,8.07
2008/1/16,5290.61,5395.28,5396.04,5288.77,8.93
2008/1/17,5151.63,5235.91,5312.29,5039.79,9.89
2008/1/18,5180.51,5141.37,5187.6,5093.13,6.86
2008/1/21,4914.44,5188.8,5200.93,4891.28,7.56
2008/1/22,4559.75,4818,4818,4511.95,9.25
2008/1/23,4703.05,4572.9,4705.07,4510.5,8.8
2008/1/24,4717.73,4753.44,4767.8,4625.46,9
2008/1/25,4761.69,4716.98,4806.89,4657.71,7.79
2008/1/28,4419.29,4720.56,4720.56,4409.08,6.94
2008/1/29,4457.94,4426.27,4517.6,4389.52,5.04
2008/1/30,4417.85,4505.64,4554.34,4330.7,5.51
2008/1/31,4383.39,4408.02,4487.32,4368.3,4.51
2008/2/1,4320.77,4388.25,4411.7,4195.75,5.93
2008/2/4,4672.17,4415.02,4672.21,4415.02,6.34
2008/2/5,4599.7,4622.54,4662.97,4550.43,5.26
2008/2/13,4490.72,4525.03,4547.54,4454.64,3.69
2008/2/14,4552.32,4527.05,4576.98,4507.94,3.49
2008/2/15,4497.13,4523.79,4523.79,4431.46,4.14
2008/2/18,4568.15,4546.75,4601.22,4517.6,5.58
2008/2/19,4664.3,4582.28,4665.55,4544.94,6.07
2008/2/20,4567.03,4682.59,4695.8,4556.81,6.65
2008/2/21,4527.18,4534.17,4568.21,4452.68,6.13
2008/2/22,4370.28,4500.39,4500.39,4333.03,6.76
2008/2/25,4192.53,4370.19,4391.33,4182.77,5.88
2008/2/26,4238.18,4302.73,4331.64,4123.31,5.57
2008/2/27,4334.05,4256.53,4360.7,4222.46,5.05
2008/2/28,4299.51,4343.28,4344.93,4265.5,4.79
2008/2/29,4348.54,4293.53,4364.81,4275.9,4.78
2008/3/3,4438.27,4323.7,4456.96,4279.35,7.85
2008/3/4,4335.45,4454.18,4472.15,4321.27,8.7
2008/3/5,4292.65,4316.25,4352.82,4210.96,7.41
2008/3/6,4360.99,4310.35,4427.5,4260.79,8.49
2008/3/7,4300.52,4315.81,4341.3,4265.83,5.67
2008/3/10,4146.3,4265.61,4265.61,4120.53,6.57
2008/3/11,4165.88,4121.65,4165.91,4063.47,5.13
2008/3/12,4070.12,4254.67,4272.98,4068.78,5.72
2008/3/13,3971.26,4033.32,4055.45,3902.25,6.37
2008/3/14,3962.67,3956.75,4000.78,3891.7,4.14
2008/3/17,3820.05,3941.26,3941.26,3813,4.91
2008/3/18,3668.9,3789.57,3862.77,3607.25,5.79
2008/3/19,3761.61,3746.05,3813.89,3677.82,6.16
2008/3/20,3804.05,3721.5,3857.62,3516.33,7.33
2008/3/21,3796.58,3790.11,3838.06,3746.39,6.51
2008/3/24,3626.19,3830.35,3840.48,3624.94,5.9
2008/3/25,3629.62,3559.94,3659.21,3521.53,5.28
2008/3/26,3606.86,3644.13,3698.32,3591.11,4.63
2008/3/27,3411.49,3541.28,3541.28,3407.9,5.51
2008/3/28,3580.15,3378.63,3590.75,3357.23,6.33
2008/3/31,3472.71,3465.91,3555.82,3445.56,4.71
2008/4/1,3329.16,3461.09,3493.13,3308.9,5.48
2008/4/2,3347.88,3370.6,3464.53,3283.64,6.55
2008/4/3,3446.24,3323.43,3456.95,3271.29,5.09
2008/4/7,3599.62,3418.52,3613.48,3386.51,6.1
2008/4/8,3612.54,3604.26,3656.96,3563.85,6.55
2008/4/9,3413.91,3585.85,3606.89,3413.07,5.99
2008/4/10,3471.74,3378.14,3474.31,3344.87,4.55
2008/4/11,3492.89,3498.55,3517.82,3462.14,4.33
2008/4/14,3296.67,3419.05,3427.88,3285.3,5.03
2008/4/15,3348.35,3282.57,3349.76,3212.15,4.47
2008/4/16,3291.6,3349.93,3363.22,3283.08,4.01
2008/4/17,3222.74,3286.41,3352.95,3180.2,4.58
2008/4/18,3094.67,3200.57,3203.71,3078.17,4.37
2008/4/21,3116.98,3305.15,3305.17,3073.56,6
2008/4/22,3147.79,3076.72,3148.73,2990.79,4.88
2008/4/23,3278.33,3116.41,3296.72,3089.89,6.62
2008/4/24,3583.03,3539.87,3593.2,3461.64,14.21
2008/4/25,3557.75,3572.55,3658.55,3527.84,12.96
2008/4/28,3474.72,3497.38,3530.91,3460.26,7.57
2008/4/29,3523.41,3457.35,3544.23,3453.28,6.72
2008/4/30,3693.11,3545.57,3705.09,3543.02,10.76
2008/5/5,3761.01,3739.8,3768.22,3696.7,9.97
2008/5/6,3733.5,3735.85,3786.02,3680.99,9.89
2008/5/7,3579.15,3716.45,3774.07,3577.99,9.05
2008/5/8,3656.84,3538.92,3658.05,3523.03,7.52
2008/5/9,3613.49,3682.95,3693.16,3552.47,8.79
2008/5/12,3626.98,3548.61,3668.86,3521.88,7.99
2008/5/13,3560.24,3515.71,3615.06,3508.32,9.07
2008/5/14,3657.43,3549.67,3661.97,3549.67,8.86
2008/5/15,3637.32,3676.84,3706.72,3636.22,8.4
2008/5/16,3624.23,3637.64,3661.07,3582.5,6.48
2008/5/19,3604.76,3615.59,3624.84,3563.61,4.85
2008/5/20,3443.16,3601.55,3632.01,3432.38,6.64
2008/5/21,3544.19,3414.34,3560.53,3355.08,7.36
2008/5/22,3485.63,3493.07,3558.02,3469.79,6.85
2008/5/23,3473.09,3473.8,3521.39,3435.84,6
2008/5/26,3364.54,3442.29,3443.99,3361.99,5.28
2008/5/27,3375.41,3355.11,3383.68,3333.95,4.25
2008/5/28,3459.03,3382.77,3486.33,3354.25,5.25
2008/5/29,3401.44,3447.77,3481.73,3400.77,5.14
2008/5/30,3433.35,3414.25,3450.49,3390.88,4.85
2008/6/2,3459.04,3426.2,3483.61,3400.72,4.92
2008/6/3,3436.4,3456.58,3469.06,3409.23,5.66
2008/6/4,3369.91,3424.04,3428.47,3341.74,4.8
2008/6/5,3351.64,3355.93,3376.34,3326.54,4.18
2008/6/6,3329.67,3362.01,3371.28,3312.72,3.48
2008/6/10,3072.33,3202.11,3215.5,3045.06,5.09
2008/6/11,3024.24,3042.16,3064.2,2992.35,4.69
2008/6/12,2957.53,3011.56,3031.06,2900.12,4.95
2008/6/13,2868.8,2960.91,2976.45,2865.5,4.11
2008/6/16,2874.1,2876.29,2917.81,2811.72,4.04
2008/6/17,2794.75,2873.13,2893.47,2769.12,4.33
2008/6/18,2941.11,2772.37,2945.42,2729.71,6.63
2008/6/19,2748.87,2921.72,2921.72,2742.15,5.68
2008/6/20,2831.74,2811.08,2917.32,2695.63,7.42
2008/6/23,2760.42,2780.15,2813.14,2741.19,4.07
2008/6/24,2803.02,2747.32,2817.17,2728.83,4.84
2008/6/25,2905.01,2794.04,2910.48,2784.42,6.48
2008/6/26,2901.85,2904.09,2931.31,2851.12,6.55
2008/6/27,2748.43,2809.31,2822.26,2723.16,6.05
2008/6/30,2736.1,2724.4,2766.8,2693.4,3.85
2008/7/1,2651.61,2743.16,2753.33,2644.78,4.07
2008/7/2,2651.72,2656.04,2700.9,2627.9,4.02
2008/7/3,2703.53,2610.82,2746.37,2566.53,6.81
2008/7/4,2669.89,2691.21,2713.48,2645.83,5.73
2008/7/7,2792.4,2673.55,2801.53,2673.55,7.74
2008/7/8,2814.95,2805.61,2843.6,2754.62,8.02
2008/7/9,2920.55,2838.86,2920.55,2838.86,9.7
2008/7/10,2875.45,2879.62,2952.04,2862.06,9.09
2008/7/11,2856.63,2863.81,2888.29,2821.31,6.48
2008/7/14,2878.26,2837.49,2895.3,2828.24,5.45
2008/7/15,2779.45,2886.11,2896.33,2769.91,7.09
2008/7/16,2705.87,2753.9,2765.15,2656.61,6
2008/7/17,2684.78,2747.95,2773.28,2676.15,5.08
2008/7/18,2778.37,2711.74,2785.53,2665.91,5.79
2008/7/21,2861.42,2759.88,2865.07,2745.64,6.65
2008/7/22,2846.12,2852.44,2868.62,2830.76,6.15
2008/7/23,2837.85,2870.93,2887.58,2831.11,6.15
2008/7/24,2910.29,2861.81,2912.7,2849.1,7.25
2008/7/25,2865.1,2875.77,2888.58,2851.93,6.25
2008/7/28,2903.01,2883.76,2924.45,2883.76,6.23
2008/7/29,2850.31,2868.01,2868.01,2827.7,5.86
2008/7/30,2836.67,2884.59,2894.37,2822.19,4.89
2008/7/31,2775.72,2844.65,2848,2774.1,4.45
2008/8/1,2801.82,2751.02,2830.76,2721.95,4.92
2008/8/4,2741.74,2782.99,2793.26,2738.85,3.72
2008/8/5,2690.75,2751.2,2762.26,2684.73,4.24
2008/8/6,2719.37,2711.6,2743.11,2678.86,4.06
2008/8/7,2727.58,2717.5,2742.7,2691.36,3.95
2008/8/8,2605.72,2724.43,2725.93,2595.92,4.85
2008/8/11,2470.07,2595.89,2601.5,2453.71,4.72
2008/8/12,2457.2,2445.22,2484.75,2430.85,3.66
2008/8/13,2446.3,2440.53,2458.77,2370.74,4.1
2008/8/14,2437.08,2432.2,2454.25,2409.01,3.13
2008/8/15,2450.61,2434.41,2476.86,2414.57,3.13
2008/8/18,2319.87,2451.78,2455.5,2318.93,5.37
2008/8/19,2344.47,2297.24,2355.93,2284.59,3.86
2008/8/20,2523.28,2332.48,2523.47,2306.66,7.37
2008/8/21,2431.72,2484.49,2518.44,2431.05,6.13
2008/8/22,2405.23,2414.46,2426.71,2362.09,4.63
2008/8/25,2413.37,2408.09,2443.99,2382.29,3.38
2008/8/26,2350.08,2384.95,2403.02,2327.22,4.1
2008/8/27,2342.15,2343.88,2385.99,2310.45,4.1
2008/8/28,2350.14,2341.96,2374.25,2333.03,3.48
2008/8/29,2397.37,2361.05,2420.85,2352.1,4.64
2008/9/1,2325.14,2380.47,2380.47,2311.73,3.63
2008/9/2,2304.89,2312.1,2329.01,2284.92,3.42
2008/9/3,2276.67,2301.94,2321.53,2248.07,4.22
2008/9/4,2277.41,2270.52,2295.36,2249.12,3.42
2008/9/5,2202.45,2224.53,2238.32,2199.36,3.86
2008/9/8,2143.42,2210.34,2220.55,2135.38,3.77
2008/9/9,2145.78,2152.28,2161.35,2114.5,3.07
2008/9/10,2150.76,2131.8,2185.69,2102.91,3.9
2008/9/11,2078.98,2143.4,2148.12,2070.43,3.64
2008/9/12,2079.67,2077.55,2104.63,2064.29,3.03
2008/9/16,1986.64,2049.81,2049.81,1974.39,4.62
2008/9/17,1929.05,1971.94,1999.95,1922.68,4.59
2008/9/18,1895.84,1876.12,1942.85,1802.33,6.63
2008/9/19,2075.09,2067.64,2075.09,2043.32,5.84
2008/9/22,2236.41,2241.72,2269.73,2164.8,13.99
2008/9/23,2201.51,2209.12,2253.39,2181.96,10.02
2008/9/24,2216.81,2133.1,2218.29,2116.96,6.45
2008/9/25,2297.5,2214.58,2333.28,2211.45,10.12
2008/9/26,2293.78,2304.12,2310.45,2246.28,7.83
2008/10/6,2173.74,2267.39,2267.39,2172.57,6.09
2008/10/7,2157.84,2101.09,2183,2072.9,5.69
2008/10/8,2092.22,2095.91,2127.09,2059.09,5.08
2008/10/9,2074.58,2125.57,2130.87,2063.41,4.51
2008/10/10,2000.57,1995.96,2027.83,1963.18,5.41
2008/10/13,2073.57,1978.56,2074.47,1931.47,5.66
2008/10/14,2017.32,2139.07,2146.73,2016.18,6.8
2008/10/15,1994.67,1995.88,2013.49,1963.1,4.08
2008/10/16,1909.94,1916.13,1943.32,1901.5,5.07
2008/10/17,1930.65,1921.84,1941.3,1902.6,3.86
2008/10/20,1974.01,1924.18,1979.84,1890.92,4.46
2008/10/21,1958.53,1978.67,1996.66,1956.11,5.41
2008/10/22,1895.82,1932.68,1950.79,1894.31,4.83
2008/10/23,1875.56,1851.26,1879.85,1828.31,4.78
2008/10/24,1839.62,1875.63,1888.1,1825.53,4.62
2008/10/27,1723.35,1809.22,1809.22,1721.6,5.05
2008/10/28,1771.82,1671.4,1786.43,1664.92,5.98
2008/10/29,1719.81,1786.2,1795.09,1719.34,5.22
2008/10/30,1763.61,1732.77,1788.2,1710.73,5.36
2008/10/31,1728.79,1754.21,1765.68,1721.59,4.02
2008/11/3,1719.77,1713.76,1750.32,1702.98,3.59
2008/11/4,1706.7,1707.92,1717.1,1678.96,3.93
2008/11/5,1760.61,1716.22,1788.26,1716.22,6.03
2008/11/6,1717.72,1720.42,1728.22,1703.1,4.57
2008/11/7,1747.71,1686.52,1762.23,1680.6,4.68
2008/11/10,1874.8,1782.31,1876.16,1782.31,9.13
2008/11/11,1843.61,1872.07,1887.8,1840.92,9.09
2008/11/12,1859.11,1820.44,1863.9,1815.08,6.59
2008/11/13,1927.61,1837.27,1942.9,1825.88,12.11
